customer_id,timestamp,churn_probability,alert,risk_tier,processing_time_ms,hour
CUST-04232,2024-06-01 17:40:40,0.2899,False,LOW,41.14,17
CUST-00701,2024-06-01 17:43:32,0.4543,True,HIGH,44.94,17
CUST-03329,2024-06-01 17:46:24,0.5285,True,HIGH,41.26,17
CUST-06210,2024-06-01 17:49:16,0.2256,False,LOW,32.83,17
CUST-03900,2024-06-01 17:52:08,0.134,False,LOW,42.06,17
CUST-04020,2024-06-01 17:55:00,0.1204,False,LOW,41.51,17
CUST-00141,2024-06-01 17:57:52,0.378,True,HIGH,40.46,17
CUST-01815,2024-06-01 18:00:44,0.1351,False,LOW,40.71,18
CUST-01993,2024-06-01 18:03:36,0.609,True,HIGH,40.0,18
CUST-04764,2024-06-01 18:06:28,0.4273,True,HIGH,40.92,18
CUST-04534,2024-06-01 18:09:20,0.4496,True,HIGH,40.14,18
CUST-03485,2024-06-01 18:12:12,0.5419,True,HIGH,43.39,18
CUST-04508,2024-06-01 18:15:04,0.3083,False,MEDIUM,42.55,18
CUST-05757,2024-06-01 18:17:56,0.2323,False,LOW,40.91,18
CUST-02511,2024-06-01 18:20:48,0.5352,True,HIGH,40.17,18
CUST-00988,2024-06-01 18:23:40,0.1334,False,LOW,40.35,18
CUST-02584,2024-06-01 18:26:32,0.5398,True,HIGH,41.77,18
CUST-04389,2024-06-01 18:29:24,0.341,False,MEDIUM,40.36,18
CUST-05653,2024-06-01 18:32:16,0.392,True,HIGH,40.59,18
CUST-01772,2024-06-01 18:35:08,0.1498,False,LOW,40.32,18
CUST-02265,2024-06-01 18:38:00,0.6292,True,HIGH,41.29,18
CUST-06227,2024-06-01 18:40:52,0.519,True,HIGH,41.27,18
CUST-02318,2024-06-01 18:43:44,0.44,True,HIGH,42.82,18
CUST-06820,2024-06-01 18:46:36,0.3695,True,HIGH,41.78,18
CUST-01863,2024-06-01 18:49:28,0.5279,True,HIGH,43.33,18
CUST-02476,2024-06-01 18:52:20,0.1461,False,LOW,40.92,18
CUST-01036,2024-06-01 18:55:12,0.4968,True,HIGH,42.9,18
CUST-00446,2024-06-01 18:58:04,0.6352,True,HIGH,40.94,18
CUST-05713,2024-06-01 19:00:56,0.1051,False,LOW,41.8,19
CUST-05225,2024-06-01 19:03:48,0.3222,False,MEDIUM,40.76,19
CUST-04021,2024-06-01 19:06:40,0.3637,True,HIGH,42.83,19
CUST-00100,2024-06-01 19:09:32,0.291,False,LOW,43.12,19
CUST-03845,2024-06-01 19:12:24,0.3839,True,HIGH,41.69,19
CUST-02791,2024-06-01 19:15:16,0.607,True,HIGH,41.95,19
CUST-00420,2024-06-01 19:18:08,0.19,False,LOW,40.77,19
CUST-03913,2024-06-01 19:21:00,0.3732,True,HIGH,41.09,19
CUST-00535,2024-06-01 19:23:52,0.5299,True,HIGH,41.16,19
CUST-00606,2024-06-01 19:26:44,0.1103,False,LOW,42.96,19
CUST-05623,2024-06-01 19:29:36,0.3584,True,HIGH,43.14,19
CUST-01222,2024-06-01 19:32:28,0.68,True,HIGH,40.72,19
CUST-02489,2024-06-01 19:35:20,0.3719,True,HIGH,40.5,19
CUST-02033,2024-06-01 19:38:12,0.428,True,HIGH,40.6,19
CUST-06262,2024-06-01 19:41:04,0.2748,False,LOW,39.99,19
CUST-04883,2024-06-01 19:43:56,0.248,False,LOW,41.52,19
CUST-01848,2024-06-01 19:46:48,0.5484,True,HIGH,41.17,19
CUST-03116,2024-06-01 19:49:40,0.3863,True,HIGH,43.11,19
CUST-03626,2024-06-01 19:52:32,0.1804,False,LOW,41.31,19
CUST-04821,2024-06-01 19:55:24,0.2192,False,LOW,42.09,19
CUST-02501,2024-06-01 19:58:16,0.1439,False,LOW,40.71,19
CUST-00493,2024-06-01 20:01:08,0.2451,False,LOW,43.62,20
CUST-06062,2024-06-01 20:04:00,0.2019,False,LOW,43.73,20
CUST-06248,2024-06-01 20:06:52,0.2647,False,LOW,42.19,20
CUST-01728,2024-06-01 20:09:44,0.8191,True,CRITICAL,42.5,20
CUST-00665,2024-06-01 20:12:36,0.4994,True,HIGH,40.75,20
CUST-01423,2024-06-01 20:15:28,0.4067,True,HIGH,40.95,20
CUST-01282,2024-06-01 20:18:20,0.1863,False,LOW,40.68,20
CUST-05647,2024-06-01 20:21:12,0.135,False,LOW,40.68,20
CUST-02385,2024-06-01 20:24:04,0.1807,False,LOW,34.04,20
CUST-05791,2024-06-01 20:26:56,0.3613,True,HIGH,41.4,20
CUST-03719,2024-06-01 20:29:48,0.5932,True,HIGH,40.4,20
CUST-01912,2024-06-01 20:32:40,0.4049,True,HIGH,42.43,20
CUST-06453,2024-06-01 20:35:32,0.265,False,LOW,41.09,20
CUST-04831,2024-06-01 20:38:24,0.4056,True,HIGH,42.39,20
CUST-01620,2024-06-01 20:41:16,0.2341,False,LOW,40.31,20
CUST-04461,2024-06-01 20:44:08,0.3918,True,HIGH,41.82,20
CUST-01220,2024-06-01 20:47:00,0.3895,True,HIGH,41.17,20
CUST-06771,2024-06-01 20:49:52,0.1917,False,LOW,40.86,20
CUST-00488,2024-06-01 20:52:44,0.157,False,LOW,41.67,20
CUST-02519,2024-06-01 20:55:36,0.1125,False,LOW,40.4,20
CUST-06752,2024-06-01 20:58:28,0.2916,False,LOW,40.51,20
CUST-02364,2024-06-01 21:01:20,0.1716,False,LOW,40.68,21
CUST-03839,2024-06-01 21:04:12,0.3413,False,MEDIUM,42.09,21
CUST-05732,2024-06-01 21:07:04,0.1115,False,LOW,42.04,21
CUST-02230,2024-06-01 21:09:56,0.2158,False,LOW,42.66,21
CUST-04045,2024-06-01 21:12:48,0.4653,True,HIGH,41.47,21
CUST-04899,2024-06-01 21:15:40,0.2807,False,LOW,41.74,21
CUST-06017,2024-06-01 21:18:32,0.3487,False,MEDIUM,40.81,21
CUST-02051,2024-06-01 21:21:24,0.3613,True,HIGH,41.38,21
CUST-05523,2024-06-01 21:24:16,0.145,False,LOW,40.24,21
CUST-04712,2024-06-01 21:27:08,0.7776,True,CRITICAL,40.69,21
CUST-00169,2024-06-01 21:30:00,0.2037,False,LOW,41.4,21
CUST-05507,2024-06-01 21:32:52,0.2965,False,LOW,41.68,21
CUST-04720,2024-06-01 21:35:44,0.1338,False,LOW,40.64,21
CUST-01435,2024-06-01 21:38:36,0.3058,False,MEDIUM,40.2,21
CUST-05337,2024-06-01 21:41:28,0.1808,False,LOW,40.1,21
CUST-02278,2024-06-01 21:44:20,0.6588,True,HIGH,42.57,21
CUST-04795,2024-06-01 21:47:12,0.1865,False,LOW,41.07,21
CUST-06670,2024-06-01 21:50:04,0.1141,False,LOW,39.82,21
CUST-00747,2024-06-01 21:52:56,0.5032,True,HIGH,39.96,21
CUST-03345,2024-06-01 21:55:48,0.4053,True,HIGH,41.74,21
CUST-05489,2024-06-01 21:58:40,0.1336,False,LOW,41.37,21
CUST-01317,2024-06-01 22:01:32,0.3909,True,HIGH,43.72,22
CUST-05682,2024-06-01 22:04:24,0.2488,False,LOW,42.89,22
CUST-05427,2024-06-01 22:07:16,0.4831,True,HIGH,41.13,22
CUST-06664,2024-06-01 22:10:08,0.1864,False,LOW,39.72,22
CUST-00300,2024-06-01 22:13:00,0.3784,True,HIGH,40.95,22
CUST-02576,2024-06-01 22:15:52,0.2333,False,LOW,41.82,22
CUST-00949,2024-06-01 22:18:44,0.1134,False,LOW,41.24,22
CUST-03311,2024-06-01 22:21:36,0.5044,True,HIGH,41.73,22
CUST-06757,2024-06-01 22:24:28,0.1285,False,LOW,42.09,22
CUST-05387,2024-06-01 22:27:20,0.2755,False,LOW,39.62,22
CUST-03784,2024-06-01 22:30:12,0.2304,False,LOW,41.24,22
CUST-01536,2024-06-01 22:33:04,0.3256,False,MEDIUM,40.71,22
CUST-05100,2024-06-01 22:35:56,0.3652,True,HIGH,42.54,22
CUST-05123,2024-06-01 22:38:48,0.4732,True,HIGH,41.17,22
CUST-00422,2024-06-01 22:41:40,0.244,False,LOW,41.31,22
CUST-04499,2024-06-01 22:44:32,0.4073,True,HIGH,41.04,22
CUST-02359,2024-06-01 22:47:24,0.4334,True,HIGH,40.74,22
CUST-05720,2024-06-01 22:50:16,0.428,True,HIGH,39.73,22
CUST-00236,2024-06-01 22:53:08,0.2038,False,LOW,41.56,22
CUST-04987,2024-06-01 22:56:00,0.2929,False,LOW,39.77,22
CUST-05814,2024-06-01 22:58:52,0.1121,False,LOW,33.46,22
CUST-04512,2024-06-01 23:01:44,0.4309,True,HIGH,40.05,23
CUST-00763,2024-06-01 23:04:36,0.1745,False,LOW,41.24,23
CUST-06892,2024-06-01 23:07:28,0.2735,False,LOW,39.71,23
CUST-03780,2024-06-01 23:10:20,0.2158,False,LOW,41.01,23
CUST-05306,2024-06-01 23:13:12,0.4549,True,HIGH,43.24,23
CUST-04082,2024-06-01 23:16:04,0.4233,True,HIGH,41.67,23
CUST-02390,2024-06-01 23:18:56,0.3107,False,MEDIUM,41.13,23
CUST-02239,2024-06-01 23:21:48,0.2509,False,LOW,41.15,23
CUST-03952,2024-06-01 23:24:40,0.4162,True,HIGH,40.83,23
CUST-01996,2024-06-01 23:27:32,0.2264,False,LOW,40.49,23
CUST-01184,2024-06-01 23:30:24,0.6644,True,HIGH,42.46,23
CUST-04910,2024-06-01 23:33:16,0.3853,True,HIGH,42.16,23
CUST-01118,2024-06-01 23:36:08,0.1136,False,LOW,41.33,23
CUST-02263,2024-06-01 23:39:00,0.1522,False,LOW,41.62,23
CUST-06999,2024-06-01 23:41:52,0.3905,True,HIGH,40.37,23
CUST-06452,2024-06-01 23:44:44,0.4857,True,HIGH,40.01,23
CUST-06721,2024-06-01 23:47:36,0.4218,True,HIGH,40.31,23
CUST-02445,2024-06-01 23:50:28,0.1923,False,LOW,41.57,23
