gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_per_month_ratio,avg_monthly_spend,tenure_group,num_services,has_streaming,has_support,is_month_to_month,auto_payment,risk_score
0,0,0,0,-0.3044626686364894,1,1,0.6568063975110013,-0.08766735162498018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.09375423663453598,0.6940160832449259,3,2,1,0,1,0,0.5246064380293038
0,0,0,0,-1.2419671042985652,1,1,0.7100211337945356,-0.9300176303136958,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.13947931723556756,0.014653997019148862,1,2,1,0,1,0,0.8611341038032057
0,0,1,1,0.918369203966218,1,1,1.2920573118956877,1.4867403994716855,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,-0.10554336435747837,1.3720975839416096,5,5,1,1,0,0,-0.9039864960893189
1,0,1,0,-0.46750691831685043,1,1,1.541501388224753,0.01338291748945668,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.089771423214623,1.513233829990751,2,6,1,1,1,0,0.0863083393931585
1,0,1,0,1.5297851402675717,1,1,0.7698877121135111,1.6321945523947583,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.1074551147990366,0.8252384356967138,6,4,0,1,0,1,-1.2072674618508668
0,0,1,0,1.1629355784867594,1,1,1.3801942188652905,1.9696464224913872,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.10687096883078269,1.6301568565601328,6,5,1,1,1,0,-0.22813945690688994
1,0,1,1,0.429236454925135,1,1,0.4755437020452143,0.5646263632807207,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10347230137912362,0.7185633685148842,4,5,1,1,0,1,-1.0714889541668264
1,0,0,0,0.592280704605496,1,1,1.2721017857893624,1.1481635427509929,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,-0.10405644734737753,1.399838145147286,4,5,1,0,0,0,-0.43751752950377465
1,0,0,0,-1.1196839170382944,1,1,-0.02999629264835803,-0.868518361531541,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.00884065452199146,-0.19986864276501037,1,3,1,1,1,1,0.08402421496482883
0,0,0,0,1.2036966409068497,1,1,-1.2988351609088702,-0.3188851907119762,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10649923957825749,-1.123203560789285,6,1,0,0,0,1,-0.7171958761725831
0,0,1,1,-0.6713122304173017,1,1,0.8181135668704638,-0.37786978351092937,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.08207131726945793,0.8192187011635342,2,3,1,0,1,1,0.32766415398665844
1,1,1,0,-1.0381617921981139,1,1,1.022657709460297,-0.7245862493351426,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.0366141401035179,0.7016864958002619,1,3,1,0,1,0,0.6984536861855051
0,0,1,1,-0.7528343552574821,1,0,-1.3071499634531722,-0.8445407054461027,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.07893817071245973,-1.1230267024297682,2,1,0,0,1,0,0.6560704884598325
1,0,1,1,1.1221745160666692,1,0,0.8680023821362769,1.397028230842911,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.10639303122039315,0.9917407557172805,5,3,1,0,0,0,-0.4512222760737524
1,0,1,1,0.06238689314432279,0,1,-0.6652472070330443,-0.37242131888065966,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,-0.09874602945416025,-0.5863238092378601,3,3,1,1,1,0,0.10407375161350024
0,0,1,0,0.7145638918657667,1,0,1.4533644812551498,1.4664244645547684,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,-0.10501232256815664,1.6668713419338796,5,6,1,1,0,0,-0.9397711121331501
1,0,1,1,0.22543114282468377,1,0,-1.3237795685417766,-0.5835879257858124,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10145434257970105,-1.1267374528248133,4,1,0,0,0,1,-0.5443637944289726
0,0,1,1,1.5297851402675717,1,0,0.30758469065030997,1.2950735607169719,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,-0.10772063569369747,0.47274334940587864,6,5,1,1,0,1,-1.2438134527041413
0,0,1,1,0.18467008040459354,1,1,0.7964950802552779,0.46489960784165296,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.10113571750610803,0.9429147478714445,4,3,1,0,1,0,0.3984720112648774
0,1,0,0,-1.1604449794583847,1,1,0.4655659389920513,-0.8796799935271544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.02727018715188615,-0.01831698641149421,1,1,1,0,1,0,0.8167205732523514
1,1,1,1,1.1221745160666692,1,1,0.9444985655438568,1.538710369791182,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.10671165629398617,1.1641711059364623,5,4,1,1,1,0,-0.10708086220541842
1,0,1,1,1.2036966409068497,1,0,0.2177848231718469,0.9708127102515225,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,-0.10681786465185053,0.3965468728474289,6,4,1,1,0,1,-1.207013670247719
1,0,0,0,-1.2827281667186554,1,0,-0.6802138516127882,-0.9892669258477226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40409744085458527,-1.2091632738240186,1,0,0,0,1,0,1.1233008298548202
1,0,0,0,0.14390901798450328,1,1,0.4772066625540746,0.25066686092189466,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,-0.10055157153785411,0.5908880087178476,3,5,1,1,1,1,-0.22357120805023073
1,0,0,0,0.46999751734522527,1,0,-1.4784348958657971,-0.6093523253329992,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10331298884232712,-1.2771784136774174,4,0,0,0,0,1,-0.5095943447977325
0,1,0,0,0.918369203966218,1,1,1.1689982342400156,1.4216897023272903,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,-0.10564957271534271,1.2858627579031832,5,4,1,0,0,0,-0.48700689211758363
0,0,1,0,1.6113072651077522,1,1,1.335294285126059,2.3395464361958176,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,-0.10793305240942615,1.4689275357770089,6,5,1,1,0,1,-1.244067244307289
0,0,1,1,-0.8343564800976626,1,0,-1.4983904219721222,-0.9075620149549319,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-0.06964493939932946,-1.3578061746882029,1,0,0,0,0,0,0.022352855399928286
0,0,0,0,-0.7935954176775724,0,1,-1.130876149513966,-0.8349893484221884,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07378706535603896,-1.0142915628750493,2,1,0,1,1,0,0.2791899577854403
1,0,0,0,-1.2827281667186554,1,1,0.8330802114502078,-0.9691936351046234,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.4099389005371243,-0.4640655554897245,1,2,1,0,1,0,1.0547770970049306
0,0,1,1,-0.712073292837392,1,0,-1.4734460143392158,-0.8782903041680168,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-0.07851333728100235,-1.330445531440006,2,0,0,0,0,0,-0.06875833013010983
0,0,0,0,1.3259798281671205,1,1,0.6651212000553035,1.3995870239486248,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10703028136757922,0.7728032072548148,6,6,1,1,0,0,-1.0258064656002335
0,0,1,1,-0.8343564800976626,0,0,-1.0543799661063862,-0.8126440258697054,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.07575191997652936,-0.8157680543175405,1,2,0,1,0,1,-0.689025008223184
1,0,1,0,1.6113072651077522,1,1,0.9029245528223458,1.9832344962251771,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10803926076729051,1.1065742335205198,6,7,1,1,0,1,-1.3166516428075423
0,0,1,1,1.6113072651077522,1,0,0.8297542904324867,1.8633682743592421,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10793305240942615,0.9846729716462237,6,7,1,1,0,1,-1.3163978512043946
0,0,1,1,1.6113072651077522,1,1,1.6944937550399128,2.7307329615124347,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10798615658835833,1.8667442142714046,6,7,1,1,0,0,-1.0626062480566558
1,0,0,1,0.7960860167059473,1,1,0.6750989631084665,0.9595849025721407,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,-0.10511853092602098,0.820967633829866,5,6,1,1,0,0,-0.9397711121331501
1,0,0,0,-1.2419671042985652,1,0,-1.3304314105772181,-0.9815023122855568,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.09418145260642402,-1.2593812224623468,1,1,0,0,1,0,0.8646871862472741
0,0,0,0,-1.1196839170382944,1,1,-0.016692608577474836,-0.8532758957035392,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.01861182344551128,-0.011275403578884522,1,3,1,1,1,0,0.33070965322443124
0,0,0,0,1.4482630154273912,1,0,-1.4751089748480761,-0.38023004956533774,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10761442733583312,-1.2599052472312853,6,0,0,0,0,1,-0.6816650517318995
0,0,0,1,1.2036966409068497,1,1,1.173987115766597,1.8206628997673295,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,-0.10697717718864704,1.3979909578367784,6,4,1,0,0,0,-0.5725346623783717
1,0,0,0,1.6113072651077522,1,0,0.7050322522679541,1.7747810923545313,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,-0.10803926076729051,0.8945865635561001,6,6,1,1,0,1,-1.2803594435574157
1,0,0,0,-1.2827281667186554,1,0,-0.46735490647865263,-0.986443430006935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40553125368575393,-1.1043583200363376,1,1,0,0,1,0,1.0880237970172844
0,0,1,0,1.3667408905872107,1,0,0.8031469222907198,1.5934376602676976,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.1072426980833079,0.9471593484998454,6,4,0,1,0,0,-0.9534758587031279
1,0,1,1,1.6113072651077522,0,1,-0.001725963997730826,1.0733629615313778,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10798615658835833,0.18127422261272635,6,6,1,1,0,1,-1.2803594435574157
1,0,0,0,-0.2637016062163992,1,0,-1.4983904219721222,-0.807107326994411,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.09232042380336732,-1.3815346712566947,3,0,0,0,0,1,-0.4169604096488078
1,0,1,1,1.2852187657470302,1,0,0.9494874470704383,1.5597762957908081,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.10676476047291836,0.9974329747698739,6,4,1,1,0,0,-0.9529682754968325
1,1,1,0,-0.5082679807369407,1,1,0.29261804607056646,-0.36320084027558763,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08855002709918304,0.34622411925531266,2,1,0,0,1,0,0.6492181151748435
0,0,0,0,-1.201206041878475,1,1,1.0060281043716928,-0.8732388936403577,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.048511858724755316,0.5807088275812191,1,3,1,0,1,0,0.7596174625441102
1,0,0,0,-0.4267458558967602,1,1,0.9910614597919492,-0.08038802641044969,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.09136454858258819,1.060591060046175,2,3,1,0,1,1,0.3208117807016694
1,0,1,0,-1.1604449794583847,1,1,0.5237695568021665,-0.8680551317451618,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.018454893449145443,0.15428367185759262,1,2,0,1,1,0,0.39364997080507036
1,0,1,0,1.2036966409068497,0,1,-0.8598135865697152,0.02236075192071092,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.10639303122039315,-0.7210866040347884,6,2,1,1,0,0,-0.880383876996579
0,0,0,0,-1.1196839170382944,1,1,-1.4751089748480761,-0.9628407694628512,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.011867592721125308,-1.3669176553581193,1,0,0,0,1,0,0.8250956961562267
1,0,1,0,1.081413453646579,1,0,0.6884026471793497,1.2343463415787823,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.10633992704146096,0.8392560982658166,5,2,1,0,0,0,-0.4149300768236258
1,0,0,1,-1.201206041878475,1,1,-1.2788796348025449,-0.9553629171970155,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.0005564026085724815,-0.9434663401982181,1,1,0,0,0,0,0.03555001876361095
0,0,1,0,1.6113072651077522,1,1,1.10913165592104,2.0863582700976924,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-0.1078268440515618,1.211444690404318,6,5,1,1,0,0,-0.9900218495564023
1,0,1,1,0.9998913288063985,1,1,1.0875131693058542,1.4608215899957055,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.10602130196786794,1.2248400735603062,5,4,1,0,0,1,-0.7410522868684704
1,0,0,1,1.3667408905872107,1,0,-1.4934015404455407,-0.4489645264395106,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10692407300971488,-1.3158743677087128,6,0,0,0,0,1,-0.681157468525604
0,0,0,0,1.1221745160666692,0,1,-0.46735490647865263,0.32674683869436655,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.10633992704146096,-0.3108046863492706,5,3,1,0,1,0,0.3101525333694644
1,0,0,1,0.5107585797653155,1,0,1.159020471186853,1.0356869389058685,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.10384403063164885,1.3633627460743676,4,4,1,0,0,0,-0.40122533025364787
0,0,0,0,-1.201206041878475,0,1,-0.9995022693139918,-0.9585834671404139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.04548492052562147,-1.0032379154052549,1,1,1,0,1,1,0.5761261334682949
0,0,0,0,-0.712073292837392,1,0,1.3386202061437797,-0.31059117167966266,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.0800002542911032,1.3035977211769423,2,5,1,1,1,0,0.12970670353142189
0,0,0,1,0.755324954285857,0,0,-0.15638129132175124,0.3486289314604703,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,-0.1049061142102923,0.0017629877032641357,5,5,1,1,0,0,-0.9034789128830233
0,0,0,0,1.1221745160666692,1,0,-0.0033889245065911663,0.773256235641416,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-0.10676476047291836,0.23260244873024308,5,4,0,1,0,0,-0.8684556716486355
1,0,0,0,0.021625830724232544,1,1,-0.3393069472963991,-0.2742166041682663,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978432584123133,-0.3321914472315692,3,2,0,0,1,0,0.5215609387915308
1,0,0,0,-0.9158786049378431,1,1,1.5049162570298231,-0.5485809890722977,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.05928962450755575,1.1700893106706605,1,6,1,1,1,0,0.19290081271520895
1,1,0,0,-0.2637016062163992,1,0,-1.5150200270607266,-0.7864163965361395,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.09497563274997596,-1.3246419571240133,3,0,0,0,0,1,-0.41899074247398965
0,0,0,0,-1.0789228546182041,1,0,0.6335249503869557,-0.7893501851832079,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.025887095959218967,0.3916865431155249,1,2,1,0,1,0,0.7423596335300638
0,0,1,0,1.407501953007301,1,1,1.5431643487336133,2.3050689049524498,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,-0.10740201062010442,1.681665216191972,6,6,1,1,0,0,-1.0260602572033812
0,0,1,1,0.6738028294456765,0,1,-0.9662430591367831,-0.2226878050738929,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.10458748913669925,-0.7689824679157586,5,2,0,1,0,1,-1.0481401266772346
1,0,0,0,-1.2827281667186554,1,1,-1.4900756194278202,-1.000009445179469,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.3905558752268812,-1.6079133714380855,1,0,0,0,1,0,1.1134029573320583
0,1,0,0,-1.0381617921981139,1,1,0.6484915949666992,-0.7398948908469127,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.041924557996735196,0.5596233809410601,1,2,1,0,1,0,0.7309390113884154
0,1,0,0,-0.22294054379630893,1,1,1.518219941100707,0.2518359646684708,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,-0.0947101118553151,1.4062803746504229,3,6,1,1,0,0,-0.7631321563423238
1,0,1,1,0.18467008040459354,1,0,0.8763171846805791,0.4238706839052083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-0.10033915482212544,0.8627586091527036,4,2,1,0,0,1,-0.5798946188696562
0,0,1,1,1.24445770332694,1,1,1.1872907998374802,1.733178645825427,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.10665855211505401,1.2444123986801556,6,5,1,1,1,0,-0.22788566530374224
1,0,1,1,-0.05989629411594795,1,0,0.8131246853438823,0.23657144027921298,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.09848050855949937,0.9530546271504027,3,4,0,1,1,0,0.06803534396652133
1,0,1,1,0.7145638918657667,1,1,1.2970461934222688,1.204898162301818,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.10426886406310623,1.2861837230741577,5,5,1,0,1,0,0.23909088448809743
1,1,0,0,-0.019135231695857704,1,1,0.5403991618907709,0.14668280316038942,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.09879913363309241,0.6632820305466884,3,2,0,0,1,1,0.26726175243749645
0,0,0,0,-1.2827281667186554,0,0,-1.3387462131215204,-0.9980021161051593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3950166262571837,-1.533403599604656,1,0,0,0,1,0,1.1167022481729787
0,0,1,0,1.24445770332694,1,1,0.5437250829084921,1.181604321615321,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.10655234375718967,0.6046076321996166,6,2,0,1,0,1,-1.1341754801443182
1,0,0,0,-0.1006573565360382,1,1,0.9794207362299259,0.17335160371907835,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.09656875811794115,0.8948584014049871,3,4,1,1,1,1,-0.18448730116547887
1,0,1,0,1.570546202687662,1,1,1.7044715180930754,2.6575205967032627,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.1078268440515618,1.8440768678600128,6,7,1,1,0,0,-1.0626062480566558
0,0,0,0,0.8368470791260375,1,0,1.3535868507235236,1.4979902657123234,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.10538405182068185,1.5100962316867323,5,5,1,0,0,0,-0.5230452997645627
0,0,0,0,-0.8343564800976626,1,1,1.1324131030450861,-0.514324043441492,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.06842354328388948,0.8878168185723772,1,4,1,1,1,0,0.2588866295336211
1,0,1,0,0.7145638918657667,1,1,0.982746657247647,1.1594575261141429,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.10506542674708882,1.2200386966149077,5,4,1,1,1,1,-0.35960350733741875
0,0,0,0,-1.2419671042985652,1,0,-1.5083681850252848,-0.9967006609910462,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.24744011300467514,-1.6354803494390517,1,0,0,0,1,0,1.0108711496603717
0,0,0,0,-0.9566396673579334,1,0,1.1124575769387606,-0.6014333018420402,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.05881168689716619,1.0883578224902983,1,4,1,0,1,1,0.3926348043924795
1,0,0,0,-0.6305511679972114,1,0,0.9644540916501818,-0.29166492612188333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.08462031785820223,1.0216723954880809,2,3,1,1,1,0,0.19873801958760687
0,0,1,0,0.9591302663863083,1,1,1.355249811232384,1.6684588270998737,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.10602130196786794,1.550727802208294,5,5,1,1,0,1,-1.1580318908402054
1,0,1,1,1.407501953007301,1,0,0.548713964435073,1.3728520477061674,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,-0.1072426980833079,0.6639370615078614,6,5,1,1,0,1,-1.2435596611009936
1,1,0,0,-0.9566396673579334,1,1,1.18562783932862,-0.6035950408451433,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.057218561529201004,1.07230956394156,1,4,1,0,1,0,0.6474415739528095
1,0,0,0,-1.1604449794583847,1,1,-0.28110332948628386,-0.9052458660230358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.011710662724759471,-0.39790742841125104,1,1,1,0,1,0,0.8055537427138507
1,0,0,0,-0.5490290431570309,1,1,0.016566601599733864,-0.4653981545753446,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-0.08711621426801437,0.08100208307636272,2,3,1,1,0,0,-0.5644133310776441
0,0,0,1,-0.9974007297780236,1,0,-1.4934015404455407,-0.9334587658696555,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.05360747736181325,-1.3143317697951502,1,0,0,0,1,0,0.7951482869847935
0,0,0,0,1.570546202687662,1,1,1.5431643487336133,2.513522308823096,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10787994823049399,1.6956042750457336,6,6,1,1,0,0,-1.026314048806529
1,1,0,0,-0.9158786049378431,1,1,0.2660106779287991,-0.7050423640621909,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0591834161496914,0.11414664971171681,1,1,0,0,1,0,0.7547954220843032
0,1,0,0,-0.712073292837392,1,0,0.8031469222907198,-0.44049403891714783,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.0786195456388667,0.7008677070987954,2,3,1,0,1,1,0.32994827841498814
1,0,1,1,1.6113072651077522,1,1,1.3718794163209884,2.453677432135153,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-0.10809236494622267,1.5849924717872539,6,5,1,1,0,0,-0.9902756411595501
1,0,0,0,-0.8343564800976626,1,0,-1.4900756194278202,-0.8910622111353294,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.07553950326080067,-1.2635799709234659,1,0,0,0,0,1,-0.23575320500132213
1,0,1,1,1.6113072651077522,1,1,-1.318790687015195,-0.21523201136931314,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.1078268440515618,-1.1291676176907652,6,1,0,0,0,0,-0.46441943943743497
1,1,1,0,-1.2827281667186554,1,1,0.2892921250528453,-0.9764067846353853,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.40866440024275213,-0.7318094608691906,1,1,0,0,1,0,1.090307921445614
0,1,0,0,-0.3859847934766699,1,1,0.3508216638806817,-0.2837679611921806,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909397151511308,0.3066176721879869,2,1,0,1,1,0,0.26675416923120104
1,0,0,0,1.6113072651077522,0,1,0.0232184436351757,1.1120536779746701,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10803926076729051,0.22062193245038902,6,6,1,1,0,0,-1.0265678404096767
0,0,0,0,-0.2637016062163992,1,1,0.5270954778198876,-0.041366431548315076,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.09571909125502638,0.7239051460032501,3,2,0,0,1,0,0.5230836884104173
0,0,0,0,-0.46750691831685043,1,1,1.320327640546315,-0.020896086702605034,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,-0.09046177754074126,1.3975619125572099,2,5,1,1,0,0,-0.6392818540062272
1,0,1,0,1.1221745160666692,1,0,-1.3537128577012645,-0.34449518033036985,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-0.10676476047291836,-1.127713448956961,5,1,0,0,0,0,-0.3791454607797946
1,0,0,0,-0.8343564800976626,1,0,-1.4767719353569364,-0.8962018559080132,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.07288429431419201,-1.2929319082936284,1,0,0,0,1,0,0.7811897488116679
1,0,1,0,-0.6713122304173017,1,1,0.3508216638806817,-0.4841258730818185,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08164648383800055,0.35520459373299434,2,1,0,0,1,0,0.6540401556346506
0,0,1,0,1.24445770332694,1,1,0.493836267642679,1.1026567308795487,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,-0.1064461353993253,0.5130310286728246,6,5,1,1,0,1,-1.2427982862915503
